"","Pools","Year","Max_RSYL","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","State","PDSI"
"415","MHNWR131D",2018,0,14,40,71,9,"MHN",45.12758333,-67.29888889,9,45.523678645614,"ME","-1.79"
"373","MHNWR131A",2004,NA,NA,NA,NA,NA,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"362","MHNWR131A",2005,0,0,28,8.7,6.4,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"363","MHNWR131A",2006,3,0,34,10.5,5.9,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"364","MHNWR131A",2007,1,3,40,11.6,10.9,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"374","MHNWR131A",2008,NA,NA,NA,NA,NA,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"375","MHNWR131A",2009,NA,NA,NA,NA,NA,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"365","MHNWR131A",2010,0,15,30.3,9.7,8.4,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"366","MHNWR131A",2011,3,15,31,10.9,10.8,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"376","MHNWR131A",2012,NA,NA,NA,NA,NA,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"367","MHNWR131A",2013,5,18,27,12.4,7.9,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"368","MHNWR131A",2014,0,15,38,10.1,7.6,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"369","MHNWR131A",2015,0,11,32,20.4,14,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"370","MHNWR131A",2016,4,6,25,10,8,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"371","MHNWR131A",2017,0,12,32,10,10,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"372","MHNWR131A",2018,3,6,36,10,8,"MHN",45.12697222,-67.29833333,11,45.523678645614,"ME","-1.79"
"403","MHNWR131C",2004,NA,NA,NA,NA,NA,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"392","MHNWR131C",2005,0,0,27,8.9,5.3,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"393","MHNWR131C",2006,0,0,39,11.7,9.1,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"394","MHNWR131C",2007,0,0,32,10.4,11.3,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"404","MHNWR131C",2008,NA,NA,NA,NA,NA,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"405","MHNWR131C",2009,NA,NA,NA,NA,NA,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"395","MHNWR131C",2010,0,1,20.1,8,5.5,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"396","MHNWR131C",2011,0,0,23,10.4,10,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"406","MHNWR131C",2012,NA,NA,NA,NA,NA,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"397","MHNWR131C",2013,0,1,22,9.7,5.8,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"398","MHNWR131C",2014,0,0,25,9.8,5.1,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"399","MHNWR131C",2015,0,0,20,9.8,6.4,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"400","MHNWR131C",2016,0,0,17,11,8,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"401","MHNWR131C",2017,0,0,26,11,7,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"402","MHNWR131C",2018,0,0,22,10,8,"MHN",45.12683333,-67.29908333,11,45.523678645614,"ME","-1.79"
"388","MHNWR131B",2004,NA,NA,NA,NA,NA,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"377","MHNWR131B",2005,0,0,30,26.7,10.6,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"378","MHNWR131B",2006,1,0,35,9.5,6,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"379","MHNWR131B",2007,0,0,34,27,14,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"389","MHNWR131B",2008,NA,NA,NA,NA,NA,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"390","MHNWR131B",2009,NA,NA,NA,NA,NA,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"380","MHNWR131B",2010,0,1,23,25.2,12.3,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"381","MHNWR131B",2011,0,3,20,28.3,13,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"391","MHNWR131B",2012,NA,NA,NA,NA,NA,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"382","MHNWR131B",2013,2,8,20,27.1,14.2,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"383","MHNWR131B",2014,0,8,30,58,12,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"384","MHNWR131B",2015,0,0,19,33,14.8,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"385","MHNWR131B",2016,0,4,33,35,13,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"386","MHNWR131B",2017,0,4,30,26,13,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"387","MHNWR131B",2018,0,5,28,27,10,"MHN",45.12675,-67.29913889,11,45.523678645614,"ME","-1.79"
"422","MHNWR138a",2004,2,53,50,40,20,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"423","MHNWR138a",2005,0,97,60,45.5,22,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"424","MHNWR138a",2006,91,0,73,36.2,22.2,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"425","MHNWR138a",2007,0,26,70,48.7,24.2,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"434","MHNWR138a",2008,NA,NA,NA,NA,NA,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"435","MHNWR138a",2009,NA,NA,NA,NA,NA,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"426","MHNWR138a",2010,1,107,51,45,22,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"427","MHNWR138a",2011,0,90,94,58,58.1,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"436","MHNWR138a",2012,NA,NA,NA,NA,NA,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"428","MHNWR138a",2013,0,138,77,49.3,21.9,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"429","MHNWR138a",2014,2,55,52,48.7,37,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"430","MHNWR138a",2015,13,75,75,50.6,29.5,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"431","MHNWR138a",2016,35,42,45,56.7,31.7,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"432","MHNWR138a",2017,0,25,55,56,42,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"433","MHNWR138a",2018,35,110,55,43,28,"MHN",45.09183333,-67.29902778,12,45.523678645614,"ME","-1.79"
"437","MHNWR138b",2004,0,10,43,70,17.5,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"438","MHNWR138b",2005,0,2,38,12.7,5.6,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"439","MHNWR138b",2006,27,5,62,44.7,21.7,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"440","MHNWR138b",2007,0,6,62,38.8,22.1,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"443","MHNWR138b",2008,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"444","MHNWR138b",2009,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"441","MHNWR138b",2010,2,149,60,166.1,66.5,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"445","MHNWR138b",2011,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"446","MHNWR138b",2012,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"442","MHNWR138b",2013,0,55,70,165,70.2,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"447","MHNWR138b",2014,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"448","MHNWR138b",2015,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"449","MHNWR138b",2016,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"450","MHNWR138b",2017,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"451","MHNWR138b",2018,NA,NA,NA,NA,NA,"MHN",45.09094444,-67.29863889,6,45.523678645614,"ME","0.34"
"452","MHNWR138c",2004,0,1,38,17,12,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"453","MHNWR138c",2005,0,6,64,22.5,14.5,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"454","MHNWR138c",2006,14,0,58,18.3,20.9,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"455","MHNWR138c",2007,0,19,60,39.6,17.6,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"464","MHNWR138c",2008,NA,NA,NA,NA,NA,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"465","MHNWR138c",2009,NA,NA,NA,NA,NA,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"456","MHNWR138c",2010,0,16,38,24.7,18.1,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"457","MHNWR138c",2011,0,18,82,36.7,20.7,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"466","MHNWR138c",2012,NA,NA,NA,NA,NA,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"458","MHNWR138c",2013,0,15,55,34.5,20,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"459","MHNWR138c",2014,0,0,80,35,15,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"460","MHNWR138c",2015,0,9,63,41,18.6,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"461","MHNWR138c",2016,1,5,50,45,18.3,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"462","MHNWR138c",2017,0,2,48,35,26,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"463","MHNWR138c",2018,0,0,43,30,22,"MHN",45.09075,-67.29963889,12,45.523678645614,"ME","-1.79"
"467","MHNWR85 I-101",2004,0,9,12,7.5,7,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"478","MHNWR85 I-101",2005,NA,NA,NA,NA,NA,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"468","MHNWR85 I-101",2006,0,10,20,11.8,11.3,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"469","MHNWR85 I-101",2007,0,5,27,30.3,11.7,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"479","MHNWR85 I-101",2008,NA,NA,NA,NA,NA,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"480","MHNWR85 I-101",2009,NA,NA,NA,NA,NA,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"470","MHNWR85 I-101",2010,0,13,17,11,14,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"471","MHNWR85 I-101",2011,0,23,25,14.5,10.5,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"481","MHNWR85 I-101",2012,NA,NA,NA,NA,NA,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"472","MHNWR85 I-101",2013,0,10,31,14.8,13.1,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"473","MHNWR85 I-101",2014,0,0,25,13.1,10.8,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"474","MHNWR85 I-101",2015,0,16,23,14.3,13.4,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"475","MHNWR85 I-101",2016,0,13,33,14,14,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"476","MHNWR85 I-101",2017,0,20,28,13,12,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"477","MHNWR85 I-101",2018,0,14,28,17,16,"MHN",45.086,-67.32269444,11,45.523678645614,"ME","-1.79"
"482","MHNWR85 I-103",2004,0,0,36,15,10,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"493","MHNWR85 I-103",2005,NA,NA,NA,NA,NA,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"483","MHNWR85 I-103",2006,0,0,58,14.1,17.4,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"484","MHNWR85 I-103",2007,0,3,50,21.2,16.8,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"494","MHNWR85 I-103",2008,NA,NA,NA,NA,NA,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"495","MHNWR85 I-103",2009,NA,NA,NA,NA,NA,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"485","MHNWR85 I-103",2010,0,5,47,18.5,11.2,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"486","MHNWR85 I-103",2011,0,5,49,16.8,19,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"496","MHNWR85 I-103",2012,NA,NA,NA,NA,NA,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"487","MHNWR85 I-103",2013,0,8,35.4,16.6,9.6,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"488","MHNWR85 I-103",2014,0,0,45,11.8,8.3,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"489","MHNWR85 I-103",2015,0,2,35,21.6,20.1,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"490","MHNWR85 I-103",2016,0,3,35,16,16,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"491","MHNWR85 I-103",2017,0,0,43,32,29,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"492","MHNWR85 I-103",2018,0,4,45,25,23,"MHN",45.08461111,-67.31747222,11,45.523678645614,"ME","-1.79"
"497","MHNWR85 I-104",2004,8,32,70,35.5,15.5,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"507","MHNWR85 I-104",2005,NA,NA,NA,NA,NA,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"498","MHNWR85 I-104",2006,0,0,100,42.5,18.1,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"499","MHNWR85 I-104",2007,58,116,80,40.1,19.15,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"508","MHNWR85 I-104",2008,NA,NA,NA,NA,NA,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"509","MHNWR85 I-104",2009,NA,NA,NA,NA,NA,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"500","MHNWR85 I-104",2010,1,140,73,38.5,17,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"510","MHNWR85 I-104",2011,NA,NA,NA,NA,NA,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"511","MHNWR85 I-104",2012,NA,NA,NA,NA,NA,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"501","MHNWR85 I-104",2013,0,95,80,40,18,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"502","MHNWR85 I-104",2014,3,0,72,47.8,17.3,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"503","MHNWR85 I-104",2015,27,55,75,41.7,18.3,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"504","MHNWR85 I-104",2016,11,66,80,42,23,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"505","MHNWR85 I-104",2017,0,68,62,59,21,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"506","MHNWR85 I-104",2018,0,40,77,31,24,"MHN",45.08166667,-67.31783333,10,45.523678645614,"ME","-1.79"
"212","MHNWR106 I-106",2004,0,1,48,14.5,5,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"223","MHNWR106 I-106",2005,NA,NA,NA,NA,NA,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"213","MHNWR106 I-106",2006,0,0,53,22.2,6.5,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"214","MHNWR106 I-106",2007,0,3,65,15.9,6.4,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"224","MHNWR106 I-106",2008,NA,NA,NA,NA,NA,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"225","MHNWR106 I-106",2009,NA,NA,NA,NA,NA,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"215","MHNWR106 I-106",2010,0,12,41.5,12.3,4.7,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"216","MHNWR106 I-106",2011,0,1,66,24.8,27.4,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"226","MHNWR106 I-106",2012,NA,NA,NA,NA,NA,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"217","MHNWR106 I-106",2013,0,5,60,15.9,6.4,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"218","MHNWR106 I-106",2014,0,0,44,14.5,4.9,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"219","MHNWR106 I-106",2015,0,5,54,15.2,4.9,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"220","MHNWR106 I-106",2016,0,5,30,33,11,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"221","MHNWR106 I-106",2017,0,9,35,24,5,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"222","MHNWR106 I-106",2018,0,9,35,16,5,"MHN",45.07975,-67.31494444,11,45.523678645614,"ME","-1.79"
"197","MHNWR106 I-105",2004,0,0,60,14,6,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"208","MHNWR106 I-105",2005,NA,NA,NA,NA,NA,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"198","MHNWR106 I-105",2006,0,0,65,23.8,7.8,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"199","MHNWR106 I-105",2007,0,4,56,15.6,5.3,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"209","MHNWR106 I-105",2008,NA,NA,NA,NA,NA,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"210","MHNWR106 I-105",2009,NA,NA,NA,NA,NA,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"200","MHNWR106 I-105",2010,0,7,56,14.1,5.2,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"201","MHNWR106 I-105",2011,0,3,68,38.7,34.5,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"211","MHNWR106 I-105",2012,NA,NA,NA,NA,NA,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"202","MHNWR106 I-105",2013,0,10,45,17.7,5.5,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"203","MHNWR106 I-105",2014,0,0,53,15,5.1,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"204","MHNWR106 I-105",2015,0,9,25,16.7,4.8,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"205","MHNWR106 I-105",2016,0,0,43,25,5,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"206","MHNWR106 I-105",2017,0,1,38,48,6,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"207","MHNWR106 I-105",2018,2,3,33,15,15,"MHN",45.07969444,-67.31480556,11,45.523678645614,"ME","-1.79"
"227","MHNWR106 I-107",2004,0,24,49,35.5,13,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"233","MHNWR106 I-107",2005,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"234","MHNWR106 I-107",2006,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"235","MHNWR106 I-107",2007,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"236","MHNWR106 I-107",2008,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"237","MHNWR106 I-107",2009,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"238","MHNWR106 I-107",2010,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"239","MHNWR106 I-107",2011,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"240","MHNWR106 I-107",2012,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"241","MHNWR106 I-107",2013,NA,NA,NA,NA,NA,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"228","MHNWR106 I-107",2014,4,0,77,38.4,16.6,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"229","MHNWR106 I-107",2015,8,20,30,39.6,16.8,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"230","MHNWR106 I-107",2016,0,39,45,44,17,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"231","MHNWR106 I-107",2017,0,26,38,58,9,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"232","MHNWR106 I-107",2018,0,1,39,26,11,"MHN",45.07691667,-67.31227778,6,45.523678645614,"ME","-1.79"
"358","MHNWR122H",2004,NA,NA,NA,NA,NA,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"347","MHNWR122H",2005,0,0,36,50,30,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"348","MHNWR122H",2006,0,2,28,32,18.5,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"349","MHNWR122H",2007,0,1,45,47.7,25.5,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"359","MHNWR122H",2008,NA,NA,NA,NA,NA,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"360","MHNWR122H",2009,NA,NA,NA,NA,NA,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"350","MHNWR122H",2010,0,7,27.4,30.4,17.4,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"351","MHNWR122H",2011,0,11,38,40.7,46.6,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"361","MHNWR122H",2012,NA,NA,NA,NA,NA,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"352","MHNWR122H",2013,0,6,30,38,18.7,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"353","MHNWR122H",2014,0,5,33,52,21,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"354","MHNWR122H",2015,0,5,29,34.4,23.2,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"355","MHNWR122H",2016,1,2,33,46,24,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"356","MHNWR122H",2017,0,2,32,56,27,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"357","MHNWR122H",2018,0,4,35,55,23,"MHN",45.07361111,-67.30294444,11,45.523678645614,"ME","-1.79"
"253","MHNWR122A",2004,NA,NA,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"242","MHNWR122A",2005,0,0,86,13.2,6.6,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"243","MHNWR122A",2006,0,0,32,11,5.9,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"244","MHNWR122A",2007,0,0,39,16.3,10.2,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"254","MHNWR122A",2008,NA,NA,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"255","MHNWR122A",2009,NA,NA,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"245","MHNWR122A",2010,0,0,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"246","MHNWR122A",2011,0,0,40,15.4,7,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"256","MHNWR122A",2012,NA,NA,NA,NA,NA,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"247","MHNWR122A",2013,0,0,20,7.2,2.2,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"248","MHNWR122A",2014,0,0,23,11.2,4.1,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"249","MHNWR122A",2015,0,0,33,11.9,6.7,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"250","MHNWR122A",2016,0,0,26,12,7,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"251","MHNWR122A",2017,0,0,20,17,8,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"252","MHNWR122A",2018,0,0,33,14,5.5,"MHN",45.07358333,-67.30611111,11,45.523678645614,"ME","-1.79"
"328","MHNWR122F",2004,NA,NA,NA,NA,NA,"MHN",45.07322222,-67.30422222,11,45.523678645614,"ME","-1.79"
"317","MHNWR122F",2005,0,0,40,15,12,"MHN",45.07322222,-67.30422222,11,45.523678645614,"ME","-1.79"
"318","MHNWR122F",2006,0,0,44,13.7,14.3,"MHN",45.07322222,-67.30422222,11,45.523678645614,"ME","-1.79"
